nngc 快到
yibd 应承
yibk 就职
yibm 应聘
yibp 文学院
yica 京戏
yicb 应予
yice 就能
yicf 应对
yicq 应允
yicw 应验
yid 应
yide 应有
yidg 鹫
yidn 就
yids 刘少奇
yidw 廉洁奉公
yie 诮
yieg 诮
yiep 京腔
yiet 应用
yifa 方兴未艾
yifb 就地
yifc 应运
yifd 京城
yifg 店小二
yifh 就越
yifn 应声
yifq 就远
yift 应考 京都
yiga 文治武功
yigd 就汤下面
yigf 应于
yigi 就不
yigk 就事
yigm 放浪形骸
yign 就与
yigo 就来
yigq 就歼
yigy 麻婆豆腐
yihk 应战
yihq 就餐
yiht 就睡
yihx 就此
yiik 望洋兴叹
yiip 就学
yiiq 京兆
yiir 京派
yiiv 应当 京津
yiiy 京沪
yijf 应时
yijg 就是
yijs 高清晰
yijy 应景
yikf 京味
yiki 麻雀虽小
yikk 变流器
yilf 旅游团
yilp 就连
yilt 应力
yilw 文学界
yimh 应由
yind 京剧
yinh 应收
yinm 应届
yinr 就怕
yint 谨小慎微
yiny 应尽
yiog 就业
yip 谠
yipe 文学家
yipn 京官
yipq 谠
yipu 就寝
yiqj 就象
yiqk 就够
yiqv 应急
yirb 文汇报
yire 应援
yirf 高潮迭起
yirh 就看
yirm 应制
yirp 就近
yirr 应拍
yirt 就手
yiru 应接
yirv 就势
yirw 就擒
yiry 应邀
yisg 应酬
yish 就想
yisk 摩洛哥
yisp 就枕
yisv 就要
yisy 京杭
yitd 应知 应敌
yitf 就行
yitg 应征
yith 就算
yitj 应得
yitk 应和
yitm 就向
yitw 应答
yiu 京
yiud 就着
yiuk 就问
yiuq 就将
yiut 就道
yiuy 应门
yivb 就好
yivk 应召
yivt 京九
yiwf 就会 应付
yiwg 夜深人静
yiwq 就像
yiwt 就任
yiwu 就位
yiwx 京华
yixf 就绪
yixj 高消费
yixm 应纳
yixq 应约
yixr 应缴
yixx 京畿
yiya 应试
yiyf 就读
yiyh 就让
yiyj 哀鸿遍野
yiyl 应为
yiym 应市
yiyo 应变
yiyq 就义
yiyr 应诉
yiyt 应许
yiyu 就说
yiyw 就座 就诊
yiyy 应该
yj 刘
yjbc 齐聚
yjbg 齐耳
yjcb 刘邓
yjdh 裹在
yjdj 离题万里
yjdt 刘邦
yjdw 齐奏
yjdy 话里有话
yjef 裹脚
yjel 裹胁
yjes 齐腰
yjev 裹腿
yjf 廛
yjff 廛
yjfn 齐声
yjga 剂型
yjgd 齐天
yjge 课表
yjgj 为时不晚
yjgk 齐整
yjgv 言归于好
yjgw 言归正传
yjh 刘
yjhi 齐步
yjhj 课桌
yjih 刘晓波
yjip 课堂
yjiq 齐辉
yjit 刘海
yjj 齐
yjjf 课时
yjjg 课题 剂量
yjjh 剂
yjji 亮晃晃
yjjj 亮晶晶
yjkh 裹足
yjkj 齐唱
yjkk 谩骂
yjkq 齐鸣
yjl 谩
yjlc 谩
yjlg 齐国
yjma 主题曲
yjmq 谒见
yjmw 课内
yjnh 齐眉
yjnj 为时已晚
yjnn 说明书
yjnt 齐发
yjny 齐心
yjog 课业
yjpg 课室
yjpy 刘禅
yjq 谒
yjqg 齐鲁
yjqh 课外
yjqk 齐名
yjqn 谒
yjrd 谒拜
yjrg 课后
yjrj 弃暗投明
yjrn 裹扎
yjs 课
yjse 裹
yjsf 课标
yjsg 课本
yjsk 主题歌
yjsm 放映机
yjsy 课
yjta 计日程功
yjtk 课程
yjtl 齐备
yjtq 度量衡
yjtr 齐物
yjtu 课税
yjud 良师益友
yjue 课前
yjuh 变电站
yjuj 课间
yjvr 度日如年
yjwf 证监会
yjwg 齐全
yjwr 课件
yjwt 课余
yjww 证明人
yjwy 齐集
yjxe 课题组
yjyd 孰是孰非
yjyj 齐齐
yjyn 主题词
yjyq 诺曼底
yjyt 齐放
yjyy 课文
yk 训
ykaa 误工
ykad 误期
ykaf 高跟鞋
ykai 衰落
ykaj 衰草
ykaq 误区
ykat 衰萎
ykbb 瓤子
ykbj 襄阳
ykbn 误了
ykdc 误码
ykdg 诗中有画
ykdh 识破
ykdn 衰迈
ykdy 话中有话
ykeg 襄助
yken 衷肠
yket 误用
ykf 吝
ykfd 襄城
ykfh 识趣
ykfi 训示
ykfn 误场
ykft 衰老
ykfu 吝啬
ykfw 衰替
ykg 误
ykgc 识到
ykgd 误
ykge 衰
ykgj 襄理
ykgk 误事
ykgm 谴责
ykgq 衰残
ykgt 调嘴弄舌
ykgu 裹足不前
ykh 训
ykhe 衷
ykhk 误点
ykhp 谴
ykhq 误餐
ykit 调嘴学舌
ykjf 误时
ykjq 衰歇
ykk 襄
ykke 襄
ykkk 调味品
ykkl 识别
ykkn 谔
ykkr 误听
ykky 瓤
yklf 误置
yklg 误国
ykma 衷曲
ykmg 谭嗣同
ykmm 误删
ykmq 识见
ykmt 衰败
ykna 吝惜
yknf 误导 训导
ykng 衷情
ykny 衷心
ykov 识数
ykpb 识字
ykqe 误解
ykqk 训勉
ykqs 误杀
ykrb 误报
ykrp 误按
ykrr 文史哲
ykrs 误打
ykry 训斥
yksg 衰朽
yksh 识相
yksq 襄樊
yktd 衰乱
yktf 高唱入云
yktg 高中生
ykti 户口簿
yktj 识得
yktl 衰惫
yktm 衰微
ykty 误入
ykub 高足弟子
ykud 误差 衰减
ykuj 衰竭
ykuy 识辨
ykve 衰退
ykvh 话虽如此
ykw 识
ykwf 误会
ykwt 误伤
ykww 庸中佼佼
ykwx 识货
ykwy 识 训令
ykxa 训练
ykxu 衰弱
ykya 训诫
ykyc 训育
ykyd 训诂
ykyf 误读
ykyl 识为
ykyn 衰亡
ykyo 衰变
ykyt 训话
ykyu 识谱
ykyw 误诊 言听计从
yl 为
ylaa 为戒
ylad 为期
ylap 为荣
ylaq 库区
ylbn 为了
ylbv 为限
ylcc 高车驷马
ylcw 为难
yldh 库存
yldj 为非
yldq 库克
yldw 禀奏
yle 谓
yleg 谓
ylet 为用
ylf 亩
ylfc 颤动
ylfk 敲边鼓
ylfn 颤声
ylfp 高加索
ylft 主办者
ylfw 为夫
ylgg 为王
ylhh 为止
ylhw 为盼
ylhx 为此
ylip 为学
yljb 为最
ylje 禀明
yljf 为时
yljg 为题
yljr 弃甲曳兵
yljt 为鉴
ylk 库
ylkh 高架路
ylki 禀
ylkk 为患
ylkm 颤
ylkq 为兄
ylkw 为啥
ylld 库恩
yllg 为辅
yllw 为界
ylmg 禀赋
ylmh 为由
ylmi 摩加迪沙
ylmq 禀见
ylmw 库内
ylna 为民
ylnn 为己
ylnt 禀性
ylog 为业
ylov 为数
ylpd 为害
ylpe 为宜
ylpl 主力军
ylpn 为官
ylpp 为之
ylpw 库容
ylqg 衣架饭囊
ylqi 为乐
ylqk 为名
ylqy 忘恩负义
ylrb 禀报
ylrq 为的
ylrt 为国捐躯
ylru 颤抖
ylsc 主办权
ylsg 为本
ylss 颤栗
yltc 为私
yltf 禀告
yltg 为重 为生
yltr 为我
ylud 为着
yluj 颤音
ylut 为首 亩产
yluw 为准
yluy 库门
ylvc 亡国奴
ylw 谡
ylwc 为公
ylwf 为佳
ylwg 为例 为伍
ylwh 颤悠
ylws 为何
ylwt 谡
ylwu 为伴
ylww 为人
ylwx 库仑
ylxm 为纲
yly 为
ylyc 为序
ylyg 为主 为证 谓语
ylyi 为
ylyl 颤颤
ylyn 库房
ylyy 为文
ym 高
ymaa 高工
ymab 调节
ymad 设若
ymah 高雅
ymak 设或
ymaq 市区
ymau 高薪
ymaw 市花
ymay 调蓄
ymb 亢
ymbb 调子
ymbc 调取
ymbk 高职 调职
ymbm 调出
ymbp 高院
ymbu 设障
ymbv 设限
ymbw 高阶
ymby 设防
ymc 设
ymca 调戏
ymcd 高参
ymce 高能
ymck 高台
ymcw 高难
ymcy 设
ymd 庙
ymdc 高雄
ymdd 高大
ymde 设有
ymdf 高压
ymdg 调研
ymdh 敲破
ymdi 望风而逃
ymdl 亢奋
ymdm 市面 颃
ymdn 设成
ymdp 高达
ymdq 高爽
ymdr 高原
ymdt 高寿
ymdv 市肆
ymdw 高奏
ymee 市貌
ymeg 市县
ymep 高腔
ymet 调用
ymex 高脂
ymf 调
ymfa 市域
ymfb 高地
ymfc 调动
ymfd 庐山真面
ymff 高墙
ymfg 高干
ymfh 高超
ymfj 市井
ymfk 调
ymfl 调协
ymfm 敲击
ymfn 市场
ymfp 高过
ymfq 高远
ymft 高考 高教 调教
ymfw 调零
ymga 敲开
ymgc 调到
ymgf 高于
ymgh 市政 高下
ymgj 调理
ymgk 调整 高速
ymgm 讽刺 高丽
ymgo 调来
ymgu 高平
ymh 讪
ymhc 调皮
ymhi 调频 高频
ymhj 市
ymhk 设点
ymhn 高卢
ymhw 高龄
ymic 调治
ymid 高尖
ymif 高潮 设法 高法
ymig 高清
ymih 高小
ymii 高山流水
ymij 高温
ymim 高尚
ymin 高汤
ymip 高深
ymiq 调光
ymir 调派
ymis 调酒
ymiv 高粱
ymiw 高兴
ymix 高涨
ymje 高明
ymjf 市里
ymjg 高师
ymjn 市电
ymjq 高昂
ymjt 高山景行
ymjv 高照
ymk 高
ymkc 敲
ymkd 高喊
ymkf 高 调味
ymkh 高中 高贵 调遣
ymkj 高唱
ymkn 高叫
ymkt 敲响 高呼
ymkw 讽喻
ymlf 设置
ymlg 调车
ymlk 高架 调回
ymmb 高邮
ymmc 高峻
ymmh 调幅
ymmm 高山
ymmq 高见
ymmr 康帕内拉
ymmt 高峰
ymmw 市内
ymn 讥
ymna 市民
ymnd 高居
ymnf 高层
ymng 调情
ymnj 高慢
ymnn 设局
ymnt 高发
ymnu 高飞
ymny 市尺
ymoa 高烧
ymoq 高炮
ymou 调料
ymoy 高炉
ympf 高寒
ympg 设定 敲定 庙宇
ympj 设宴
ympn 高官
ympt 高额
ympw 高空 市容 谋财害命
ympy 高祖
ymq 讽
ymqc 调色
ymqd 高危
ymqe 调解
ymqf 市镇
ymqi 诺贝尔
ymqj 旗帜鲜明
ymql 敲锣
ymqn 刻骨铭心
ymqu 调匀
ymqy 讽
ymrb 调摄
ymrc 高抬
ymrf 高挂
ymrh 这几年
ymri 高挑
ymrj 望风捕影
ymrm 调制 市制
ymrn 调拨 高扬
ymrp 调控
ymrq 调换
ymrs 敲打
ymrt 高手
ymrv 高招
ymry 望风披靡
ymsc 市树
ymsf 高枝
ymsg 调配
ymsh 设想
ymsi 高档
ymsj 调查
ymsk 高歌
ymsl 刻骨相思
ymso 高楼
ymsp 高枕
ymsq 高攀
ymst 高格
ymsu 高校
ymsw 高检
ymta 市长
ymtd 调适 高矮
ymtf 高等
ymth 高处
ymtj 高利
ymtk 调和
ymtl 设备
ymtm 高射
ymtp 高管
ymtt 讥笑 调笑 讪笑
ymtv 市委
ymty 调入
ymud 调养
ymug 调羹
ymuj 高音
ymuk 市况
ymum 高端
ymuq 高效 市郊
ymus 高新
ymut 高产
ymuu 设立
ymuy 敲门
ymvi 高妙
ymw 讷
ymwd 高估
ymwf 市值 庙会
ymwg 高傲
ymwh 高企
ymwi 文山会海
ymwk 调侃
ymwl 诈败佯输
ymwn 刻骨仇恨
ymwq 高低
ymws 调休
ymwt 调任
ymwu 高位 高僧
ymwv 高分
ymww 高价 市价 调价
ymwy 调集 调停 讷
ymxc 调经
ymxe 高级
ymxk 高强
ymxt 设疑
ymya 高度 调试 调度
ymyb 调离
ymyc 调序
ymyf 设计
ymyg 庙主
ymyi 高就
ymyj 调剂
ymyl 设为
ymym 讥讽 高亢 高调
ymyo 高谈
ymyp 高亮
ymyt 设施 敲诈 市话
ymyw 高论 市府
ymyx 调谐
yn 记
ynaa 雇工
ynab 鹿茸
ynad 刻苦
ynai 房东 刻薄 词藻
ynaj 扁鹊
ynal 记功
ynan 永世
ynap 启蒙
ynaq 盲区 扇区
ynaw 永葆
ynb 邙
ynbb 房子
ynbc 赢取 记取
ynbh 邙
ynbn 忘了
ynbp 为民除害
ynbv 户限
ynbw 废除
ynce 高性能
ynct 禀性难移
yncy 永驻
ynd 戾
ynda 刻碟
yndc 亡友
yndd 扉
ynde 刻有
yndh 房契 永存
yndi 戾
yndk 言必有中
yndl 遍历
yndm 遍布 扉页
yndn 刻成
yndr 言必有据
yndt 亡故
yndu 永磁
yndw 启奏
yne 户
yned 肩
ynee 望月
ynef 肓
yneg 望
ynel 肩胛
ynen 盲肠
ynet 启用 雇用
yneu 肩膀
yney 遍及
ynf 讯
ynfa 记载 词霸
ynfb 遍地
ynfc 启动 忘却 扇动
ynff 启封
ynfg 词干
ynfh 讯 记起 废墟
ynfi 启示
ynfk 永嘉
ynfl 齐心协力
ynfp 记过
ynfq 永远
ynft 记者
ynfu 文以载道
ynfw 亡夫
ynfy 义愤填膺
yng 诩
ynga 户型 扇形
yngc 望到
yngd 毫发不爽
ynge 词表
yngf 赢球
yngg 放心不下
yngh 记下
yngi 永不
yngk 词 启事 肇事
yngl 刻画
yngu 扁平 诗情画意
yngv 文恬武嬉
yngx 词素
ynh 盲
ynhc 鹿皮
ynhf 盲
ynhh 盲目 废止 肩上
ynhi 词频
ynhj 废旧
ynhk 盲点 鏖战
ynhn 永眠
ynhv 词眼
ynhw 启齿
yni 永
ynia 词汇
ynid 词源
ynif 记法
ynii 永 废水
ynij 昶
ynim 废油
ynip 废学
yniq 忘光
ynis 废渣
yniw 房脊
yniy 盲流 废液
ynj 鹿
ynjf 遍野 麝
ynjg 麈
ynjh 麟
ynjm 麂
ynjo 麋
ynjq 鏖
ynjt 麇
ynjw 麒
ynjx 鹿
ynk 启 羸 嬴
ynkc 扈
ynkd 启
ynkg 记号 讯号
ynkh 翩跹
ynkk 户口 废品
ynkl 永别 诀别
ynkm 雇员
ynkt 啟
ynkx 离情别绪
ynky 赢 羸 嬴 蠃
ynlf 废黜
ynlg 亡国
ynlk 妄加
ynlt 妄图
ynly 语惊四座
ynm 遍
ynma 扁 词典 词曲
ynmd 文心雕龙
ynme 刻骨
ynmg 词赋
ynmh 扇贝
ynmk 扃
ynmm 房山
ynmn 翩
ynmp 遍 启迪
ynmq 望见
ynmt 记账
ynmw 户内
ynn 记
ynna 氓
ynnd 扇
ynng 房屋 永恒 忘怀
ynnm 齐刷刷
ynnn 记忆
ynnt 启发 记性 词性
ynnu 忘
ynnv 记恨
ynod 词类
ynon 妄断
ynou 废料
ynov 户数 记数
ynpa 肩宽
ynpb 刻字
ynpe 赢家
ynpf 鹿寨
ynpg 房室
ynpr 记牢
ynpt 房客
ynpv 永安
ynpw 诀窍
ynqa 记错
ynqd 废然
ynqe 房角
ynqg 刻印
ynqh 户外
ynqi 永乐
ynqk 词句 记名
ynqm 肩负
ynqr 废铁
ynqt 词锋
ynqu 记忆犹新
ynqy 永久
ynra 肩扛
ynrc 忘返
ynrf 记挂
ynrh 忘掉
ynri 肩挑
ynrj 扁担
ynrn 废气
ynrr 高蛋白
ynrs 盲打
ynrv 肩垫
ynrw 亡失
ynsd 房顶
ynsf 废票
ynsg 忘本
ynsh 妄想
ynsi 扁桃
ynso 望楼
ynsq 房檐
ynsr 刻板
ynsv 词根
ynsy 记述
ynt 刻 谧
ynta 扁长
yntc 忘私
yntd 户籍
ynte 房租 启航
yntf 启行
yntg 永生
ynth 讯息 妄自 肇
ynti 綮
yntj 记得 赢得 赢利 刻
yntk 启程
yntl 劾 谧
yntm 遍身 颏
yntp 房管
yntq 妄称 言必称
yntr 废物 忘我
ynts 词条
yntu 主情造意
yntw 亥
ynty 废
ynu 戽
ynud 肩头 户头
ynue 房前
ynuf 豪情壮志 戽
ynuj 房间 刻意
ynuk 讯问
ynum 肇端
ynus 永新
ynut 房产
ynuv 刻痕
ynuy 房门
ynv 亡
ynvc 肇始
ynvf 妄
ynvi 记录 刻录
ynvn 刻刀
ynvo 亡灵
ynvw 高屋建瓴
ynw 廖 诀
ynwe 雇佣 谬 廖
ynwf 房舍
ynwg 亡命
ynwl 齐心合力
ynwq 望你
ynws 遍体
ynwt 记叙
ynwv 记分 记仇
ynww 房价 盲人 盲从
ynwy 记住 雇 诀
ynxb 废弛
ynxc 词缀
ynxe 词组
ynxf 永续
ynxj 夜以继日
ynxq 废纸
ynxu 羸弱
ynxx 刻丝
yny 房
ynya 刻度 诚惶诚恐
ynyb 记熟
ynyc 废弃
ynyd 肇庆
ynye 谈情说爱
ynyg 词语 雇主 户主
ynyk 谬误
ynyl 词库
ynym 词调
ynyn 忘记 麒麟
ynyo 妄谈
ynyq 词义
ynyt 废话 望族 离心离德
ynyu 诚心诚意
ynyv 房
ynyw 谬论
ynyy 妄言 盲文
yo 变
yoa 弈
yoab 变节
yoaf 变革
yoaj 弈
yoay 蛮荒
yob 孪
yobb 弯子
yobf 孪
yobl 变阵
yobm 谈出
yoc 变
yoca 蛮劲
yoce 变通
yocu 变
yod 奕
yodd 变大
yode 亦有
yodf 变压
yodm 谜面
yodn 变成
yodt 变故
yodu 奕
yodw 变奏
yody 变态
yoee 弯月
yoep 恋爱
yoes 弯腰
yoev 谈妥
yoew 变脸
yoey 谈及
yofc 变动
yoff 变卦
yofg 蛮干
yofh 谈起
yofn 变卖
yofp 谈过
yoft 变老
yoga 变形
yogc 谈到
yogd 谈天
yogh 弯下
yogj 变更
yogk 变速
yogm 变现
yogx 蛮夷
yohh 恋上
yohi 变频
yohj 恋旧
yohk 恋战
yoid 高精尖
yoif 变法
yoig 谈清
yoih 变小
yoiw 谈兴
yoj 蛮
yoje 变暖
yojg 变量
yojn 变电
yojq 变易
yojt 变星
yoju 蛮
yokf 谈吐
yokh 弯路
yokk 计数器
yolf 谜团
yolk 变回
yolt 蛮力
yom 峦
yoma 弯曲 恋曲
yomc 鸾凤
yomj 峦
yomq 蛮风
yomw 脔
yon 恋
yona 变异
yong 恋情
yonh 弯眉
yonn 变局
yont 变性
yonu 恋
yony 谈心 变心
yoo 谈
yoov 变数
yooy 谈
yop 迹
yope 恋家
yopi 迹
yopv 谜案
yopy 谜
yoq 鸾
yoqc 变色
yoqd 亦然
yoqe 弯角
yoqf 銮
yoqg 鸾
yoqj 迹象
yoqq 弯钩
yoqt 谈锋
yor 挛
yorf 变质
yorj 挛
yorq 变换
yos 栾
yosa 蛮横
yosg 恋栈
yosh 变相
yosk 亦可 恋歌
yosu 变样 栾
yotf 变迁
yotg 孪生
yoth 亦算
yotj 变得
yotk 变种
yotm 变身
yotp 弯管
yotq 亦称
yott 谈笑
you 亦
youd 谈判
youf 蛮烟瘴雨
youj 变音
youq 谈资
yout 变产
youw 变冷
youy 变凉
yov 娈
yovb 变好
yovc 亦即
yovf 娈
yovn 弯刀
yowf 谈会
yows 谈何 变体
yowt 变作
yowu 变位
yoww 恋人
yowx 变化
yowy 变焦
yox 弯
yoxb 弯
yoxn 变幻
yoxp 挛缩
yoxy 蛮缠
yoya 弯度
yoyg 谜语
yoyl 变为
yoym 变调
yoyo 谈谈
yoyq 谜底
yoyt 谈话
yoyu 谈说
yoyw 谈论
yoyx 就业率
yp 这
ypab 豪萨
ypad 这项
ypaq 这匹
ypax 膏药
ypbb 亭子
ypbm 亮出
ypck 这台
ypcn 毫巴
ypcy 玄之又玄
ypda 这厮
ypdf 豪奢
ypdg 言之有理
ypdj 毫厘
ypdm 这面
ypdn 豪迈
ypdp 高官厚禄
ypdq 豪爽 毫克
ypdr 言之有据
ypdt 言之有物
ype 谊
ypeg 谊
ypeu 豪
ypev 膏腴
ypff 这款
ypfg 豪雨
ypfh 熟视无睹
ypfq 毫无
ypft 言之无物
ypfy 言之无文
ypgd 这天
ypgh 这下
ypgi 毫不
ypgm 亮丽
ypgr 为之一振
ypgs 毫末
ypgw 为富不仁
ypgy 亮斑
yphk 亮点
yphx 这些
ypi 这
ypic 膏泽
ypil 齐家治国
ypim 膏油
ypip 亮堂
ypiq 亮光
ypiw 豪兴
ypje 高官显爵
ypjf 这里 这时
ypjg 这是
ypk 膏
ypke 膏
ypkg 诨号
ypkn 这叫
ypl 诨
yplh 诨
yplk 这回
yplp 这边
yplt 主视图
yplu 放之四海而皆准
ypm 亮
ypmb 亮
ypmf 豪赌
ypna 诧异
ypng 豪情
ypnk 诧愕
ypnn 议定书
ypnt 毫发
ypod 这类
ypoo 言之凿凿
ypos 亮灯
ypoy 毫米
yppe 这家
yppg 豪富
yppp 衣衫褴褛
yppt 豪宅
yppv 毫安
ypqc 亮色
ypqd 磨穿铁砚
ypqf 毫针
ypqn 豪饮
ypqt 这儿
yprn 豪气
yprx 这批
yps 亭
ypsa 豪横
ypsh 亮相
ypsj 亭
ypsn 弃之可惜
ypso 豪杰
ypss 衣冠楚楚
ypsu 这样
ypsy 这桩
ypt 毫 亳
ypta 毫升 诧 亳
yptc 这么
ypte 这般
yptf 毫毛
ypth 这片
ypti 毫秒 望穿秋水
yptk 这种
yptm 这身
yptn 毫
ypto 这番
ypts 这条
yptt 这笔
ypud 这头
ypuf 豪壮
ypuh 高视阔步
ypuk 这部
ypuq 这次
ypuy 豪门
ypvt 这群
ypvv 良家妇女
ypwb 广寒仙子
ypwd 这段
ypwf 这会
ypwg 豪侠
ypwh 这个
ypwk 雍容华贵
ypwo 这伙
ypwr 这件
ypwu 这位
ypwv 毫分
ypww 这份
ypwx 豪华
ypxj 豪绅
ypxk 豪强
ypxt 这张
ypya 亮度
ypyg 豪语
ypyi 这就
ypyj 膏剂
ypyn 膏肓
ypyp 亭亭
ypyq 亮底
ypyt 豪放
ypyw 废寝忘食
yq 义
yqa 底 诋
yqaa 义工
yqad 义项
yqaf 库尔勒
yqau 底薪
yqaw 谈锋甚健
yqax 底蕴
yqay 底 诋
yqbb 底子 夜猫子
yqbv 底限
yqce 义勇
yqcy 诳骗
yqd 诡
yqdb 言犹在耳 诡
yqdc 诤友
yqdg 试金石
yqdm 底面
yqdr 废然而返
yqds 诡奇
yqdt 庞然大物
yqdx 变色龙
yqdy 谵
yqe 廨
yqec 底肥
yqef 义肢
yqeh 廨
yqff 底土
yqfn 义卖
yqfu 底墒
yqfw 高尔夫
yqgh 底下
yqgj 义理
yqgl 话锋一转
yqgx 衣锦还乡
yqhk 义战
yqhw 义齿
yqi 义
yqip 义演
yqiw 义举
yqj 询
yqjf 底里
yqjg 询
yqk 谗
yqkm 讲解员
yqkq 义兄
yqku 谗
yqlk 底架
yqlp 底边
yqlt 底图
yqmg 义同
yqmm 底册
yqn 庖
yqna 诡异
yqnc 诡怪
yqnf 底层 义愤
yqnr 言多必失
yqnt 永久性
yqnv 庖
yqoo 底火
yqoq 废铜烂铁
yqov 底数
yqpd 谗害
yqpe 义冢
yqpf 义赛
yqpl 义军
yqpu 言外之意
yqpw 方外之人
yqqc 底色
yqqg 摩尔多瓦
yqqk 亮锃锃
yqqn 义乌
yqqq 亮铮铮
yqqu 广角镜
yqrf 敲锣打鼓
yqrn 义气 底气
yqrr 义拍
yqsg 底本
yqsj 询查
yqso 底楼
yqsq 高锰酸钾
yqsr 底板
yqsu 底样
yqsw 衣钵相传
yqt 诳
yqte 底盘
yqtf 库尔德
yqtg 诳
yqth 底牌 底片 底版
yqtj 义利
yqtl 义务
yqtn 诡秘
yqtq 庭外和解
yqtt 谄笑
yqty 底稿
yqug 良金美玉
yquj 话外音
yquk 询问 底部
yqum 底端
yqux 义弟
yquy 诡辩
yqv 谄
yqva 诋毁
yqvg 诌 谄
yqvh 诤
yqvn 谄媚
yqvv 义女
yqwb 底仓
yqwf 谗佞
yqwq 义父
yqww 底价
yqwx 底货
yqxg 底线
yqxl 底细
yqxy 底纹
yqyc 诡谲
yqyf 诡计
yqyg 诳语
yqyj 腐蚀剂
yqyn 谵妄
yqyr 言多语失
yqyt 诡诈
yqyv 谄谀
yqyw 底座
yqyy 谗言
yr 诉
yrad 诉苦
yrat 齐抓共管
yrbn 说白了
yrdg 读后感
yrdr 诉愿
yrfi 诉求
yrg 诟
yrgc 诉至
yrgf 亵玩
yrgj 应接不暇
yrgk 诟
yrgo 诛灭
yrgr 放手一搏
yri 诛
yrif 亵渎
yriy 诛
yrkk 诟骂
yrkr 高抬贵手
yrku 调兵遣将
yrld 康拜因
yrlg 摩托车
yrlp 诛连
yrlr 摩托罗拉
yrlt 摩擦力
yrlx 诉累
yrnd 广播剧
yrne 哀兵必胜
yrnj 亵慢
yrnw 诛戮
yrny 诛心
yrpq 诉冤
yrpu 忘年之交
yrqk 调制解调器
yrqs 诛杀
yrrn 庇护所
yrsc 诉权
yrss 文质彬彬
yrsy 诉述
yrt 庳
yrte 摩托艇
yrtf 庳
yrth 译制片
yrtq 诉称
yrud 诉状
yrug 诟病
yrun 哀的美敦书
yruq 忘年交
yrv 亵
yrve 亵
yrwc 文抄公
yrww 主持人
yrwy 为所欲为
yrxf 言近旨远
yry 诉
yryf 诉诸
yryr 误打误撞
yryu 诉说
yryw 诉讼
yryy 诉
ys 订
ysaa 磨工
ysag 魔芋
ysah 磨牙
ysam 麻黄
ysaw 麻花
ysax 麻药
ysbb 麻子
ysbm 订出
ysbu 魔障
yscw 磨难
ysda 高枕而卧
ysdd 磨砺
ysdg 磨石
ysdh 磨破
ysdi 磨耗
ysdm 麻布
ysdq 磨杵成针
ysdy 磨碎
ysef 床脚
yser 扁桃腺
ysew 麻脸
ysfc 磨去
ysfh 订址
ysfn 高枕无忧
ysfp 麻索
ysfy 磨坊
ysgd 摩天
ysge 调查表
ysgf 恋栈不去
ysgg 魔王
ysgh 麾下 订正
ysgk 麻豆
ysgm 靡丽
ysgo 磨灭
ysgu 磨平
ysgw 麻木不仁
ysh 订
yshh 床上
yshi 望梅止渴
yshq 订餐
yshw 磨具
ysi 床
ysia 订满
ysic 诺丁汉
ysie 磨削
ysif 魔法
ysii 摩挲
ysim 麻油
ysip 魔掌
ysiq 磨光
ysit 麻省
ysiw 麻雀
ysj 谭
ysjg 魔术师
ysjh 谭
ysjy 魔影
ysk 诃
yskg 诃
yskh 磨蹭
yskk 魔咒
yskv 磨叨
ysld 变本加厉
yslf 磨墨
yslh 床罩
yslk 床架
ysln 席梦思
yslp 床边
yslt 魔力
ysmd 摩崖
ysmq 订购
ysnc 魔怪
ysng 魔怔
ysnn 订书
ysnx 摩尼
ysoa 磨炼
ysod 麻烦
ysou 糜烂
ysov 订数
ysow 磨粉
yspw 魔窟
ysqf 高歌猛进
ysqg 床铺
ysqi 摩尔
ysqn 磨蚀
ysqq 订金
ysqr 庖丁解牛
ysqu 魔镜
ysrb 订报
ysrf 麻质
ysrh 魔爪
ysrk 磨损
ysrm 订制
ysrp 摩擦
ysrq 魔鬼
ysrr 磨折
ysrt 摩托
ysrv 床垫
yss 麻 靡 麽
yssc 魔 麽
yssd 磨 靡 魔杖
yssf 订票
yssg 麻醉
yssi 麻 縻
yssj 床榻
yssn 麾
ysso 糜
yssr 摩
ysss 麻木
yssv 摩根
yssy 魔术
yste 磨盘
ystf 订造
ystg 高材生
ystj 麻利
ysua 广西壮族自治区
ysud 床头
ysue 床前
ysug 麻辣
ysuj 订单 床单
ysul 麻痹
ysuq 麻将
ysus 订亲
ysut 魔道
ysuu 订阅 订立
ysvb 订好
ysvn 磨刀
ysvq 订婚
ysvv 魔女
yswa 麻袋
yswd 订做
yswg 磨合 摩登
ysws 扁桃体
yswu 床位
yswx 订货
ysxa 磨练
ysxe 调查组
ysxg 麻线
ysxk 麻绳
ysxn 魔幻
ysxq 订约
ysxx 摩丝
ysxy 麻纺
ysye 麻衣
ysyg 许可证
ysyj 麻醉剂
ysyn 订户
ysys 磨床
ysyw 订座
ysyy 魔方
yt 放
yta 旗
ytaa 施工
ytad 话茬
ytae 放散
ytaf 放鞭
ytai 放荡
ytaj 谢幕
ytak 诱惑
ytal 话匣
ytan 广种薄收
ytaw 旗
ytay 放荒
ytb 施
ytbb 旗子
ytbc 诈取
ytbf 州际
ytbm 放出
ytbn 施
ytbp 庭院
ytbt 诈降
ytbw 庭除
ytcb 施予
ytcn 放马
